source_id,language,family,control_seed,relation,competitor,selected_hyperparameter,bootstrap_units,bootstrap_replicates,bootstrap_seed,competitor_bits_per_event,trigram_bits_per_event,delta_competitor_minus_trigram_bits_per_event,relative_nll_reduction_trigram_vs_competitor,ci_95_lower,ci_95_upper,bootstrap_probability_trigram_better,bootstrap_probability_competitor_better,direction_match_voynich,strong_direction_match_voynich
french_profiterole_ud218,French,monoalphabetic,40814041438,hmm_space_free,categorical_hmm,16,387,10000,6546509294934927198,3.4326888241376112,3.124274728068062,0.30841409606954917,0.08984621440221319,0.2815681696553025,0.3354353490120738,1.0,0.0,True,True
french_profiterole_ud218,French,monoalphabetic,40814041438,hmm_token_aware,categorical_hmm,16,387,10000,4361405153620990577,3.1427536479962006,2.7403688527647327,0.40238479523146786,0.12803574199588497,0.3771733958736725,0.4276307741510871,1.0,0.0,True,True
french_profiterole_ud218,French,monoalphabetic,40814041438,slot_grammar,finite_template_slot_grammar,16,387,10000,6634901389788327337,3.271308265005704,2.7221204988417753,0.5491877661639286,0.16788016343148615,0.5262962846325494,0.5715143085116575,1.0,0.0,True,True
french_profiterole_ud218,French,monoalphabetic,40814041438,token_markov,exact_token_markov,1,387,10000,2472397105735375456,2.142157786343865,2.7221204988417753,-0.5799627124979105,-0.2707376254891867,-0.6224560572368061,-0.5396420181656433,0.0,1.0,False,False
french_profiterole_ud218,French,monoalphabetic,40814041438,copy_edit,local_copy_edit,16,387,10000,7582199791277344975,3.8259940225828095,2.7221204988417753,1.1038735237410342,0.28851940625768246,1.070589027046776,1.1364410565532228,1.0,0.0,True,True
french_profiterole_ud218,French,monoalphabetic,40814041439,hmm_space_free,categorical_hmm,16,387,10000,7598373974677974799,3.4330168636524276,3.124274728068062,0.3087421355843656,0.08993318350784063,0.28290845767217127,0.33510856627539665,1.0,0.0,True,True
french_profiterole_ud218,French,monoalphabetic,40814041439,hmm_token_aware,categorical_hmm,16,387,10000,4683012473700658146,3.1384241304775777,2.7403688527647327,0.398055277712845,0.12683285023438573,0.3725362411205509,0.4232042434785336,1.0,0.0,True,True
french_profiterole_ud218,French,monoalphabetic,40814041439,slot_grammar,finite_template_slot_grammar,16,387,10000,7982304902994608367,3.273103622283936,2.7221204988417753,0.5509831234421605,0.16833659640072451,0.5283827499390091,0.5734132469045023,1.0,0.0,True,True
french_profiterole_ud218,French,monoalphabetic,40814041439,token_markov,exact_token_markov,1,387,10000,6618741983686282616,2.142157786343865,2.7221204988417753,-0.5799627124979105,-0.2707376254891867,-0.621574122912295,-0.5392220033506775,0.0,1.0,False,False
french_profiterole_ud218,French,monoalphabetic,40814041439,copy_edit,local_copy_edit,16,387,10000,6318801361043838258,3.8259940225828095,2.7221204988417753,1.1038735237410342,0.28851940625768246,1.0714667329962955,1.1356921183388224,1.0,0.0,True,True
french_profiterole_ud218,French,monoalphabetic,40814041440,hmm_space_free,categorical_hmm,16,387,10000,847208427027395099,3.445837393256376,3.124274728068062,0.3215626651883139,0.09331916410728591,0.29506920285582766,0.34835373248989104,1.0,0.0,True,True
french_profiterole_ud218,French,monoalphabetic,40814041440,hmm_token_aware,categorical_hmm,16,387,10000,5601388978576744607,3.1278779372451013,2.7403688527647327,0.3875090844803686,0.12388881288048903,0.3639597065721875,0.41176783607110906,1.0,0.0,True,True
french_profiterole_ud218,French,monoalphabetic,40814041440,slot_grammar,finite_template_slot_grammar,16,387,10000,5254759730028657868,3.26243477377073,2.7221204988417753,0.5403142749289547,0.16561688199039704,0.5170894754611088,0.5631931664496834,1.0,0.0,True,True
french_profiterole_ud218,French,monoalphabetic,40814041440,token_markov,exact_token_markov,1,387,10000,1716701016398070852,2.142157786343865,2.7221204988417753,-0.5799627124979105,-0.2707376254891867,-0.6213215654779125,-0.5391167534015819,0.0,1.0,False,False
french_profiterole_ud218,French,monoalphabetic,40814041440,copy_edit,local_copy_edit,16,387,10000,6023884531562643626,3.8259940225828095,2.7221204988417753,1.1038735237410342,0.28851940625768246,1.0708302038412334,1.136973875862952,1.0,0.0,True,True
french_profiterole_ud218,French,monoalphabetic,40814041441,hmm_space_free,categorical_hmm,16,387,10000,1414281086484256479,3.4523818897576994,3.124274728068062,0.3281071616896374,0.0950379106850966,0.30092065527578055,0.3550860252291513,1.0,0.0,True,True
french_profiterole_ud218,French,monoalphabetic,40814041441,hmm_token_aware,categorical_hmm,16,387,10000,7464398772574805233,3.1406288754961342,2.7403688527647327,0.4002600227314015,0.12744582012039585,0.3742682388185521,0.42675267204225475,1.0,0.0,True,True
french_profiterole_ud218,French,monoalphabetic,40814041441,slot_grammar,finite_template_slot_grammar,16,387,10000,5659397309295916968,3.265906862338213,2.7221204988417753,0.5437863634964377,0.1665039409933191,0.5201941944925936,0.5666962398377008,1.0,0.0,True,True
french_profiterole_ud218,French,monoalphabetic,40814041441,token_markov,exact_token_markov,1,387,10000,6733883220814292640,2.142157786343865,2.7221204988417753,-0.5799627124979105,-0.2707376254891867,-0.6207973709581822,-0.5397539988203768,0.0,1.0,False,False
french_profiterole_ud218,French,monoalphabetic,40814041441,copy_edit,local_copy_edit,16,387,10000,1606733094945066207,3.8259940225828095,2.7221204988417753,1.1038735237410342,0.28851940625768246,1.0710787967762423,1.1363060064217978,1.0,0.0,True,True
french_profiterole_ud218,French,monoalphabetic,40814041442,hmm_space_free,categorical_hmm,16,387,10000,1992621108118995135,3.4482689142233216,3.124274728068062,0.32399418615525954,0.0939585032996868,0.2962058799682461,0.3505862594937313,1.0,0.0,True,True
french_profiterole_ud218,French,monoalphabetic,40814041442,hmm_token_aware,categorical_hmm,16,387,10000,3780797194226662810,3.1417699238079937,2.7403688527647327,0.40140107104326095,0.12776271998833744,0.37733237014914983,0.4260056279081865,1.0,0.0,True,True
french_profiterole_ud218,French,monoalphabetic,40814041442,slot_grammar,finite_template_slot_grammar,16,387,10000,8174716543742500690,3.2607710275642363,2.7221204988417753,0.538650528722461,0.16519115392313444,0.5155236709045768,0.5619161701147964,1.0,0.0,True,True
french_profiterole_ud218,French,monoalphabetic,40814041442,token_markov,exact_token_markov,1,387,10000,1780242721952427846,2.142157786343865,2.7221204988417753,-0.5799627124979105,-0.2707376254891867,-0.6207714188640443,-0.5394144401503016,0.0,1.0,False,False
french_profiterole_ud218,French,monoalphabetic,40814041442,copy_edit,local_copy_edit,16,387,10000,1329367066224326772,3.8259940225828095,2.7221204988417753,1.1038735237410342,0.28851940625768246,1.070828664930509,1.1361819659450796,1.0,0.0,True,True
french_profiterole_ud218,French,homophonic,40814041438,hmm_space_free,categorical_hmm,16,387,10000,103777984297539945,5.0480839153288,5.116157439025703,-0.06807352369690278,-0.013485022206186859,-0.0979062840689789,-0.03802325656291135,0.0,1.0,False,False
french_profiterole_ud218,French,homophonic,40814041438,hmm_token_aware,categorical_hmm,16,387,10000,6240387488333616900,4.454786615969422,4.336737444482289,0.11804917148713301,0.026499399783583844,0.09228967787933706,0.1452302241114295,1.0,0.0,True,True
french_profiterole_ud218,French,homophonic,40814041438,slot_grammar,finite_template_slot_grammar,16,387,10000,1106069832786119242,4.585831302587516,4.255551232927801,0.33028006965971457,0.07202185337113387,0.30513358486678505,0.35532009904297074,1.0,0.0,True,True
french_profiterole_ud218,French,homophonic,40814041438,token_markov,exact_token_markov,1,387,10000,4250916901732990899,4.413670576198333,4.255551232927801,0.15811934327053212,0.0358249082120502,0.14773242428831296,0.16801127490003936,1.0,0.0,True,True
french_profiterole_ud218,French,homophonic,40814041438,copy_edit,local_copy_edit,16,387,10000,2379495881368222229,5.103057159082908,4.255551232927801,0.8475059261551072,0.1660780782450446,0.8129697310417469,0.8822108843031106,1.0,0.0,True,True
french_profiterole_ud218,French,homophonic,40814041439,hmm_space_free,categorical_hmm,16,387,10000,7318605007897782461,5.03609837444799,5.11900022619999,-0.08290185175200016,-0.016461523502524278,-0.11313838676603327,-0.05230562470090619,0.0,1.0,False,False
french_profiterole_ud218,French,homophonic,40814041439,hmm_token_aware,categorical_hmm,16,387,10000,5436485507328858075,4.444070686041786,4.329514199698163,0.11455648634362259,0.02577737719236295,0.0877485928243232,0.14175793286721172,1.0,0.0,True,True
french_profiterole_ud218,French,homophonic,40814041439,slot_grammar,finite_template_slot_grammar,16,387,10000,3431990313885425689,4.592706066619875,4.249023756141231,0.34368231047864395,0.07483220251706335,0.3188449091265597,0.3688581203879553,1.0,0.0,True,True
french_profiterole_ud218,French,homophonic,40814041439,token_markov,exact_token_markov,1,387,10000,3654332693919446773,4.414107020031859,4.249023756141231,0.16508326389062855,0.03739901709257554,0.15578978447315378,0.17390688030341594,1.0,0.0,True,True
french_profiterole_ud218,French,homophonic,40814041439,copy_edit,local_copy_edit,16,387,10000,417820765079585788,5.102819676616959,4.249023756141231,0.8537959204757284,0.16731845814347368,0.819133266320959,0.8879708931941016,1.0,0.0,True,True
french_profiterole_ud218,French,homophonic,40814041440,hmm_space_free,categorical_hmm,16,387,10000,2738212997589048880,5.036910130101112,5.1295684218167645,-0.09265829171565265,-0.018395859628687283,-0.12164159088226227,-0.06371923663482083,0.0,1.0,False,False
french_profiterole_ud218,French,homophonic,40814041440,hmm_token_aware,categorical_hmm,16,387,10000,6812230183539831664,4.448161402180322,4.333919426342592,0.11424197583772955,0.02568296550159621,0.0869762634255685,0.14054253813977208,1.0,0.0,True,True
french_profiterole_ud218,French,homophonic,40814041440,slot_grammar,finite_template_slot_grammar,16,387,10000,299062320295587910,4.593374993190691,4.24863173790837,0.34474325528232175,0.07505227763754885,0.3197094132579206,0.3698211324724127,1.0,0.0,True,True
french_profiterole_ud218,French,homophonic,40814041440,token_markov,exact_token_markov,1,387,10000,8415782139486080176,4.412700450623268,4.24863173790837,0.1640687127148981,0.03718102204098728,0.15409963369590834,0.17345605283515436,1.0,0.0,True,True
french_profiterole_ud218,French,homophonic,40814041440,copy_edit,local_copy_edit,16,387,10000,5425530057098268757,5.102770504827926,4.24863173790837,0.8541387669195561,0.16738725876686467,0.820372779179744,0.8879116958555177,1.0,0.0,True,True
french_profiterole_ud218,French,homophonic,40814041441,hmm_space_free,categorical_hmm,16,387,10000,8770338060059268630,5.0447924499640955,5.10844005211007,-0.06364760214597442,-0.012616495678910988,-0.0934057329018357,-0.03443468820620046,0.0,1.0,False,False
french_profiterole_ud218,French,homophonic,40814041441,hmm_token_aware,categorical_hmm,16,387,10000,1050492020067407545,4.450891039268893,4.329972647468401,0.12091839180049213,0.0271672325234803,0.09349359787731114,0.14899905504492386,1.0,0.0,True,True
french_profiterole_ud218,French,homophonic,40814041441,slot_grammar,finite_template_slot_grammar,16,387,10000,2076642029886357688,4.586413446498298,4.2530495083553514,0.33336393814294674,0.07268510395578665,0.30888548643116265,0.3571620069091414,1.0,0.0,True,True
french_profiterole_ud218,French,homophonic,40814041441,token_markov,exact_token_markov,1,387,10000,6843275518637310034,4.422705811413744,4.2530495083553514,0.1696563030583924,0.03836029577652622,0.1596563022733412,0.17881896850284698,1.0,0.0,True,True
