source_id,language,family,control_seed,relation,competitor,selected_hyperparameter,bootstrap_units,bootstrap_replicates,bootstrap_seed,competitor_bits_per_event,trigram_bits_per_event,delta_competitor_minus_trigram_bits_per_event,relative_nll_reduction_trigram_vs_competitor,ci_95_lower,ci_95_upper,bootstrap_probability_trigram_better,bootstrap_probability_competitor_better,direction_match_voynich,strong_direction_match_voynich,variant_count,phase3a4_mechanism
french_profiterole_ud218,French,base_form_suffix_extended_K4,40814041438,hmm_space_free,categorical_hmm,16,387,10000,5867706493297202015,3.4807755797418976,3.117810779463019,0.36296480027887856,0.10427698998790169,0.3385523317631115,0.38631492411990215,1.0,0.0,True,True,4,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K4,40814041438,hmm_token_aware,categorical_hmm,16,387,10000,6610565738956092425,2.9814267495986884,2.6575230982885927,0.3239036513100957,0.10864048608730503,0.3026919609791026,0.3451254274799483,1.0,0.0,True,True,4,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K4,40814041438,slot_grammar,finite_template_slot_grammar,16,387,10000,6823397613153702651,3.0455376926273403,2.6067988653811485,0.43873882724619184,0.1440595623913289,0.4185702243135342,0.4597359930357247,1.0,0.0,True,True,4,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K4,40814041438,token_markov,exact_token_markov,1,387,10000,4461242921246805757,2.4304109221851475,2.6067988653811485,-0.17638794319600093,-0.0725753581774613,-0.20456198545487594,-0.1486880970935644,0.0,1.0,False,False,4,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K4,40814041438,copy_edit,local_copy_edit,16,387,10000,362612091503879642,4.087241218733625,2.6067988653811485,1.4804423533524762,0.3622106634095774,1.450760517194443,1.508837129550101,1.0,0.0,True,True,4,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K4,40814041439,hmm_space_free,categorical_hmm,16,387,10000,7235177232836878394,3.491854430698129,3.1171646660222687,0.37468976467586046,0.107303947547707,0.3489909956120598,0.4003410180664712,1.0,0.0,True,True,4,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K4,40814041439,hmm_token_aware,categorical_hmm,16,387,10000,8869351870724278548,2.993558040779364,2.6571978814465615,0.3363601593328025,0.11236132881032501,0.3160560585661982,0.35662024490314004,1.0,0.0,True,True,4,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K4,40814041439,slot_grammar,finite_template_slot_grammar,16,387,10000,8702868400284343721,3.072186413055064,2.606709038711838,0.46547737434322567,0.15151338875961717,0.44472396019068045,0.48667250614151153,1.0,0.0,True,True,4,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K4,40814041439,token_markov,exact_token_markov,1,387,10000,1605738213271121323,2.427859413409136,2.606709038711838,-0.1788496253027021,-0.07366556082897979,-0.2083925004621976,-0.15039751453940903,0.0,1.0,False,False,4,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K4,40814041439,copy_edit,local_copy_edit,16,387,10000,8824902787031166882,4.086367604623588,2.606709038711838,1.4796585659117496,0.36209629408709243,1.4511238768605872,1.5079220795339394,1.0,0.0,True,True,4,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K4,40814041440,hmm_space_free,categorical_hmm,16,387,10000,6119705547235223096,3.5011249249911742,3.1189201250451406,0.3822047999460336,0.10916628458980138,0.3589848836442634,0.40512017386628224,1.0,0.0,True,True,4,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K4,40814041440,hmm_token_aware,categorical_hmm,16,387,10000,289152583008682193,2.9936207799283765,2.6555145096542487,0.33810627027412776,0.11294225125007884,0.31677852873766504,0.3596528685327551,1.0,0.0,True,True,4,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K4,40814041440,slot_grammar,finite_template_slot_grammar,16,387,10000,3551070740219267163,3.049861643568034,2.6057015593138546,0.4441600842541793,0.14563286344181703,0.423832688289137,0.46440815431847005,1.0,0.0,True,True,4,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K4,40814041440,token_markov,exact_token_markov,1,387,10000,8695925586238026963,2.4181748830013996,2.6057015593138546,-0.187526676312455,-0.0775488479475479,-0.21479237646100305,-0.1609268067593499,0.0,1.0,False,False,4,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K4,40814041440,copy_edit,local_copy_edit,16,387,10000,5485612704768199033,4.084290380992338,2.6057015593138546,1.4785888216784837,0.362018535351847,1.4508780856516759,1.5063593662670076,1.0,0.0,True,True,4,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K4,40814041441,hmm_space_free,categorical_hmm,16,387,10000,8182759299006149231,3.4912006871506396,3.1181086950930514,0.37309199205758814,0.10686638365727674,0.3497093420226165,0.39709194127001946,1.0,0.0,True,True,4,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K4,40814041441,hmm_token_aware,categorical_hmm,16,387,10000,4490954258846668518,2.992800987937487,2.658442440925664,0.3343585470118229,0.11172094247477804,0.3126082996090932,0.3561889547531108,1.0,0.0,True,True,4,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K4,40814041441,slot_grammar,finite_template_slot_grammar,16,387,10000,5140035307640052117,3.047604072553303,2.60705373171845,0.4405503408348532,0.1445562908917356,0.4200546452931582,0.46096707906750206,1.0,0.0,True,True,4,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K4,40814041441,token_markov,exact_token_markov,1,387,10000,7827327628505405182,2.4292791132607765,2.60705373171845,-0.1777746184576734,-0.07317998886470067,-0.2052987270436387,-0.1509691222291372,0.0,1.0,False,False,4,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K4,40814041441,copy_edit,local_copy_edit,16,387,10000,3118099329276334496,4.084027833411297,2.60705373171845,1.4769741016928473,0.3616464338489005,1.4486269818708257,1.5053372085803247,1.0,0.0,True,True,4,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K4,40814041442,hmm_space_free,categorical_hmm,16,387,10000,900319866592762535,3.5027495510598237,3.1161007943548342,0.38664875670498944,0.11038435693696724,0.36243650493888707,0.410188042561973,1.0,0.0,True,True,4,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K4,40814041442,hmm_token_aware,categorical_hmm,16,387,10000,2654328143092886509,2.9813672969317695,2.654846179021807,0.3265211179099623,0.10952059420722737,0.30616631105782893,0.34662199001266736,1.0,0.0,True,True,4,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K4,40814041442,slot_grammar,finite_template_slot_grammar,16,387,10000,1848101306278274830,3.0583823044301868,2.6049870140782776,0.4533952903519092,0.14824676748068688,0.43298412676033643,0.47435070429755866,1.0,0.0,True,True,4,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K4,40814041442,token_markov,exact_token_markov,1,387,10000,8923037571639859185,2.418054334880804,2.6049870140782776,-0.18693267919747347,-0.07730706316270086,-0.21247700057953803,-0.16222376008305814,0.0,1.0,False,False,4,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K4,40814041442,copy_edit,local_copy_edit,16,387,10000,6945117170437319840,4.087485031355897,2.6049870140782776,1.482498017277619,0.36269197462622793,1.4555716966141572,1.5096549330745554,1.0,0.0,True,True,4,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K8,40814041438,hmm_space_free,categorical_hmm,16,387,10000,5797325610193400756,3.690963831074528,3.3408776379467944,0.3500861931277335,0.09484953230381965,0.3261433181795152,0.3731890049933976,1.0,0.0,True,True,8,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K8,40814041438,hmm_token_aware,categorical_hmm,16,387,10000,6155617420021271507,3.1668701440594385,2.834303515851304,0.3325666282081343,0.10501429268641738,0.31141684024288246,0.3527913194249652,1.0,0.0,True,True,8,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K8,40814041438,slot_grammar,finite_template_slot_grammar,16,387,10000,8874406796404556164,3.2279106937098185,2.7784327377510665,0.44947795595875206,0.13924733321607785,0.4291484626470274,0.46977160182496946,1.0,0.0,True,True,8,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K8,40814041438,token_markov,exact_token_markov,1,387,10000,5943306780659394952,2.707683215013073,2.7784327377510665,-0.07074952273799351,-0.02612917284626004,-0.095150181953315,-0.04699497078039248,0.0,1.0,False,False,8,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K8,40814041438,copy_edit,local_copy_edit,16,387,10000,2012007326244082689,4.265132246617795,2.7784327377510665,1.4866995088667285,0.34857055371393586,1.4581183418378874,1.5143646557344268,1.0,0.0,True,True,8,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K8,40814041439,hmm_space_free,categorical_hmm,16,387,10000,6357814684997051822,3.6942885387531397,3.3387865318813468,0.3555020068717929,0.09623016803981921,0.33053289741085573,0.3797090048034796,1.0,0.0,True,True,8,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K8,40814041439,hmm_token_aware,categorical_hmm,16,387,10000,5413133448623371359,3.157862396021276,2.8349105440155156,0.3229518520057604,0.10226913383327318,0.3024353457439196,0.3438131248934233,1.0,0.0,True,True,8,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K8,40814041439,slot_grammar,finite_template_slot_grammar,16,387,10000,7054543073073849053,3.2304220883124533,2.7794380780744046,0.4509840102380487,0.1396052893117875,0.43033642770135544,0.47205317020659376,1.0,0.0,True,True,8,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K8,40814041439,token_markov,exact_token_markov,1,387,10000,2061500575801416784,2.712239195787122,2.7794380780744046,-0.06719888228728266,-0.02477616369222191,-0.09165312922472792,-0.04352151539921286,0.0,1.0,False,False,8,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K8,40814041439,copy_edit,local_copy_edit,16,387,10000,511035730764137345,4.265417528357606,2.7794380780744046,1.4859794502832013,0.3483784272944027,1.457638704671668,1.5132088668500834,1.0,0.0,True,True,8,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K8,40814041440,hmm_space_free,categorical_hmm,16,387,10000,687707872306616682,3.6970708914964225,3.3389217531988433,0.3581491382975792,0.09687375460431458,0.33431356191734324,0.38188770687988166,1.0,0.0,True,True,8,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K8,40814041440,hmm_token_aware,categorical_hmm,16,387,10000,722430382149412001,3.1655662408926886,2.8310125598502967,0.3345536810423919,0.10568525678617535,0.31241994971336434,0.3561274092313973,1.0,0.0,True,True,8,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K8,40814041440,slot_grammar,finite_template_slot_grammar,16,387,10000,1590643243708664175,3.227220238794431,2.776141816724146,0.4510784220702848,0.1397730519435485,0.4303602347371547,0.4714050779213376,1.0,0.0,True,True,8,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K8,40814041440,token_markov,exact_token_markov,1,387,10000,8882604160262022964,2.69322012522605,2.776141816724146,-0.08292169149809592,-0.030789050891685266,-0.10665535193099399,-0.0601846312883154,0.0,1.0,False,False,8,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K8,40814041440,copy_edit,local_copy_edit,16,387,10000,8010741953702268022,4.2654055946229175,2.776141816724146,1.4892637778987714,0.349149393852762,1.4614087594877028,1.5172034157382475,1.0,0.0,True,True,8,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K8,40814041441,hmm_space_free,categorical_hmm,16,387,10000,7429557647882211160,3.6867740177124944,3.345236197191605,0.3415378205208892,0.09263866428482659,0.3168150007736156,0.36675204820012985,1.0,0.0,True,True,8,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K8,40814041441,hmm_token_aware,categorical_hmm,16,387,10000,5648126684646137577,3.1706676487623606,2.836925848868969,0.3337417998933918,0.10525915575656908,0.31276351102365496,0.35529435167917384,1.0,0.0,True,True,8,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K8,40814041441,slot_grammar,finite_template_slot_grammar,16,387,10000,9195790862569944970,3.2173442506488064,2.7801861828734755,0.43715806777533084,0.1358754406486573,0.4165309296853605,0.4582962867350418,1.0,0.0,True,True,8,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K8,40814041441,token_markov,exact_token_markov,1,387,10000,6397461754431311125,2.7089945717757864,2.7801861828734755,-0.07119161109768912,-0.026279717146506565,-0.0934452628638077,-0.05014045786954573,0.0,1.0,False,False,8,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K8,40814041441,copy_edit,local_copy_edit,16,387,10000,6649151980339197599,4.263040473959271,2.7801861828734755,1.4828542910857956,0.34783959949331755,1.455807032314902,1.5100956857480239,1.0,0.0,True,True,8,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K8,40814041442,hmm_space_free,categorical_hmm,16,387,10000,3021173833202403430,3.6987416507776985,3.3433497031326054,0.3553919476450931,0.09608455555969109,0.33047305139053973,0.380343338523104,1.0,0.0,True,True,8,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K8,40814041442,hmm_token_aware,categorical_hmm,16,387,10000,3599207821803670775,3.1587622413792817,2.8349370518108152,0.3238251895684665,0.10251648108439704,0.30304248615962687,0.34446145184915034,1.0,0.0,True,True,8,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K8,40814041442,slot_grammar,finite_template_slot_grammar,16,387,10000,3178692868496004279,3.229778323526531,2.780428549487017,0.44934977403951404,0.13912712546441208,0.4291198934889387,0.46868305373194924,1.0,0.0,True,True,8,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K8,40814041442,token_markov,exact_token_markov,1,387,10000,3700909871461651366,2.709089422385889,2.780428549487017,-0.07133912710112789,-0.026333249287245675,-0.0932524038369306,-0.05046463275523542,0.0,1.0,False,False,8,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K8,40814041442,copy_edit,local_copy_edit,16,387,10000,2628961993888804071,4.2672140274191905,2.780428549487017,1.4867854779321736,0.34842064831498065,1.4591745483512628,1.5140892326393793,1.0,0.0,True,True,8,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K16,40814041438,hmm_space_free,categorical_hmm,16,387,10000,7896657948566950417,3.914148488022248,3.581522681278865,0.33262580674338293,0.08498037510872591,0.30817021672230377,0.35708817096554657,1.0,0.0,True,True,16,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K16,40814041438,hmm_token_aware,categorical_hmm,16,387,10000,5094021966299341604,3.3399213178741607,3.017439924471189,0.32248139340297177,0.09655358995349905,0.3004240453553321,0.34483062660278424,1.0,0.0,True,True,16,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K16,40814041438,slot_grammar,finite_template_slot_grammar,16,387,10000,2949627703194790827,3.4006765107208605,2.9548279268562476,0.4458485838646129,0.13110584980930862,0.42493736932917153,0.4665376794323575,1.0,0.0,True,True,16,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K16,40814041438,token_markov,exact_token_markov,1,387,10000,8998205606506409848,2.965833213672456,2.9548279268562476,0.011005286816208493,0.0037106897196627076,-0.008145210121594837,0.029227748833777507,0.8722,0.1278,True,False,16,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K16,40814041438,copy_edit,local_copy_edit,16,387,10000,3690421299493817687,4.443320782554899,2.9548279268562476,1.4884928556986514,0.33499558743151814,1.4608194770479046,1.516135878180128,1.0,0.0,True,True,16,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K16,40814041439,hmm_space_free,categorical_hmm,16,387,10000,5607944867119773239,3.894423573270185,3.5816870062170683,0.3127365670531166,0.08030368581363867,0.2873069514853305,0.33726608877329683,1.0,0.0,True,True,16,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K16,40814041439,hmm_token_aware,categorical_hmm,16,387,10000,9045187185636781608,3.3526644665280814,3.0199434984191407,0.3327209681089407,0.09924075953043299,0.31059006819075236,0.35414313941870934,1.0,0.0,True,True,16,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K16,40814041439,slot_grammar,finite_template_slot_grammar,16,387,10000,7838666858455986250,3.4096953289200873,2.957528747531905,0.4521665813881821,0.13261201889594976,0.4301238411023101,0.4736869835364027,1.0,0.0,True,True,16,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K16,40814041439,token_markov,exact_token_markov,1,387,10000,4832165552111452568,2.9663306683790345,2.957528747531905,0.008801920847129274,0.002967275678654957,-0.010259349384451432,0.02712965244833,0.825,0.175,True,False,16,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K16,40814041439,copy_edit,local_copy_edit,16,387,10000,6952146508509082297,4.4417123729212244,2.957528747531905,1.4841836253893192,0.3341467210793755,1.4571400154853185,1.5112208219992151,1.0,0.0,True,True,16,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K16,40814041440,hmm_space_free,categorical_hmm,16,387,10000,6182103867514473657,3.9072058346091993,3.587139224388151,0.32006661022104854,0.08191700764417542,0.2961799764887517,0.34465937506709626,1.0,0.0,True,True,16,base_form_suffix_extended
french_profiterole_ud218,French,base_form_suffix_extended_K16,40814041440,hmm_token_aware,categorical_hmm,16,387,10000,9216695804672315699,3.3343236979712207,3.0168896085975847,0.31743408937363604,0.0952019414212183,0.297082494925309,0.3380682763060389,1.0,0.0,True,True,16,base_form_suffix_extended
